CutOff,Modulus,VTR,Bio,xval,Line
1100,50 MPa,0.189916221,0.980717275,0,50
1100,50 MPa,0.20093889,0.835864567,100,50
1100,50 MPa,0.125461878,0.718740963,200,50
1100,50 MPa,0.1749003,0.518337193,300,50
1100,50 MPa,0.1800367,0.897925849,400,50
1100,50 MPa,0.169138767,0.858924988,500,50
1100,50 MPa,0.153128961,0.682320853,600,50
1100,50 MPa,0.189585697,0.883173828,700,50
1100,50 MPa,0.203216442,0.828771789,800,50
1100,50 MPa,0.110171425,0.274395838,900,50
1100,50 MPa,0.177105656,1.023727182,1000,50
1100,50 MPa,0.271021032,1.193887301,1100,50
1100,50 MPa,0.076492728,0.734803487,1100,3300
1100,50 MPa,0.107613991,0.995180818,1200,3600
1100,50 MPa,0.108862041,1.168709372,1300,3900
1100,50 MPa,0.090722281,0.503091704,1400,4200
1100,50 MPa,0.297762214,1.428070269,1500,4500
1200,50 MPa,0.125217221,0.980717275,0,50
1200,50 MPa,0.1411424,0.835864567,100,50
1200,50 MPa,0.097999956,0.718740963,200,50
1200,50 MPa,0.107868713,0.518337193,300,50
1200,50 MPa,0.117222016,0.897925849,400,50
1200,50 MPa,0.114111039,0.858924988,500,50
1200,50 MPa,0.093382826,0.682320853,600,50
1200,50 MPa,0.121907648,0.883173828,700,50
1200,50 MPa,0.103054982,0.828771789,800,50
1200,50 MPa,0.078798085,0.274395838,900,50
1200,50 MPa,0.084757707,1.023727182,1000,50
1200,50 MPa,0.162513312,1.193887301,1100,50
1200,50 MPa,0.046731611,0.734803487,1200,50
1200,50 MPa,0.069464113,0.995180818,1200,3600
1200,50 MPa,0.077658283,1.168709372,1300,3900
1200,50 MPa,0.073542246,0.503091704,1400,4200
1200,50 MPa,0.154645228,1.428070269,1500,4500
1300,50 MPa,0.02493708,0.980717275,0,50
1300,50 MPa,0.04001135,0.835864567,100,50
1300,50 MPa,0.035163566,0.718740963,200,50
1300,50 MPa,0.014079635,0.518337193,300,50
1300,50 MPa,0.015904853,0.897925849,400,50
1300,50 MPa,0.013999774,0.858924988,500,50
1300,50 MPa,0.014017161,0.682320853,600,50
1300,50 MPa,0.018311131,0.883173828,700,50
1300,50 MPa,0.015825477,0.828771789,800,50
1300,50 MPa,0.016897345,0.274395838,900,50
1300,50 MPa,0.011038095,1.023727182,1000,50
1300,50 MPa,0.023010062,1.193887301,1100,50
1300,50 MPa,0.011116134,0.734803487,1200,50
1300,50 MPa,0.020163373,0.995180818,1300,50
1300,50 MPa,0.013950558,1.168709372,1300,3900
1300,50 MPa,0.013827004,0.503091704,1400,4200
1300,50 MPa,0.017990267,1.428070269,1500,4500
1400,50 MPa,0.005849399,0.980717275,0,50
1400,50 MPa,0.006374722,0.835864567,100,50
1400,50 MPa,0.005134099,0.718740963,200,50
1400,50 MPa,0.006385439,0.518337193,300,50
1400,50 MPa,0.006163297,0.897925849,400,50
1400,50 MPa,0.005277805,0.858924988,500,50
1400,50 MPa,0.0058378,0.682320853,600,50
1400,50 MPa,0.006231695,0.883173828,700,50
1400,50 MPa,0.008153393,0.828771789,800,50
1400,50 MPa,0.005638221,0.274395838,900,50
1400,50 MPa,0.005370394,1.023727182,1000,50
1400,50 MPa,0.008227894,1.193887301,1100,50
1400,50 MPa,0.004574185,0.734803487,1200,50
1400,50 MPa,0.007386099,0.995180818,1300,50
1400,50 MPa,0.008529537,1.168709372,1400,50
1400,50 MPa,0.006262099,0.503091704,1400,4200
1400,50 MPa,0.008966961,1.428070269,1500,4500
1500,50 MPa,0.005570002,0.980717275,0,50
1500,50 MPa,0.006085506,0.835864567,100,50
1500,50 MPa,0.004205634,0.718740963,200,50
1500,50 MPa,0.00608769,0.518337193,300,50
1500,50 MPa,0.00559745,0.897925849,400,50
1500,50 MPa,0.004902694,0.858924988,500,50
1500,50 MPa,0.005786245,0.682320853,600,50
1500,50 MPa,0.005912359,0.883173828,700,50
1500,50 MPa,0.007931548,0.828771789,800,50
1500,50 MPa,0.004487007,0.274395838,900,50
1500,50 MPa,0.005077009,1.023727182,1000,50
1500,50 MPa,0.007358225,1.193887301,1100,50
1500,50 MPa,0.004525094,0.734803487,1200,50
1500,50 MPa,0.007155625,0.995180818,1300,50
1500,50 MPa,0.008202612,1.168709372,1400,50
1500,50 MPa,0.005898426,0.503091704,1500,50
1500,50 MPa,0.008783041,1.428070269,1500,50
0,500 MPa,1.237146351,0.980717275,0,0
0,500 MPa,1.30985188,0.835864567,0,0
0,500 MPa,0.940672544,0.718740963,100,300
0,500 MPa,1.209717412,0.518337193,200,600
0,500 MPa,1.23705754,0.897925849,300,900
0,500 MPa,1.053206553,0.858924988,400,1200
0,500 MPa,1.186122177,0.682320853,500,1500
0,500 MPa,1.29663142,0.883173828,600,1800
0,500 MPa,1.60341818,0.828771789,700,2100
0,500 MPa,0.9237297,0.274395838,800,2400
0,500 MPa,1.128500276,1.023727182,900,2700
0,500 MPa,1.5743112,1.193887301,1000,3000
0,500 MPa,0.956953445,0.734803487,1100,3300
0,500 MPa,1.513855184,0.995180818,1200,3600
0,500 MPa,1.68643235,1.168709372,1300,3900
0,500 MPa,1.173537055,0.503091704,1400,4200
0,500 MPa,1.85889291,1.428070269,1500,4500
100,500 MPa,1.237070013,0.980717275,0,100
100,500 MPa,1.3093478,0.835864567,100,100
100,500 MPa,0.94018871,0.718740963,100,300
100,500 MPa,1.20845478,0.518337193,200,600
100,500 MPa,1.23681588,0.897925849,300,900
100,500 MPa,1.052935359,0.858924988,400,1200
100,500 MPa,1.185972381,0.682320853,500,1500
100,500 MPa,1.29638096,0.883173828,600,1800
100,500 MPa,1.60277403,0.828771789,700,2100
100,500 MPa,0.92186005,0.274395838,800,2400
100,500 MPa,1.128456704,1.023727182,900,2700
100,500 MPa,1.57416516,1.193887301,1000,3000
100,500 MPa,0.957064654,0.734803487,1100,3300
100,500 MPa,1.513624094,0.995180818,1200,3600
100,500 MPa,1.68534,1.168709372,1300,3900
100,500 MPa,1.173062905,0.503091704,1400,4200
100,500 MPa,1.85889291,1.428070269,1500,4500
200,500 MPa,1.237070013,0.980717275,0,100
200,500 MPa,1.3093478,0.835864567,100,100
200,500 MPa,0.94018871,0.718740963,200,100
200,500 MPa,1.20845478,0.518337193,200,600
200,500 MPa,1.23681588,0.897925849,300,900
200,500 MPa,1.052935359,0.858924988,400,1200
200,500 MPa,1.185972381,0.682320853,500,1500
200,500 MPa,1.29638096,0.883173828,600,1800
200,500 MPa,1.60277403,0.828771789,700,2100
200,500 MPa,0.9071787,0.274395838,800,2400
200,500 MPa,1.127483596,1.023727182,900,2700
200,500 MPa,1.5691998,1.193887301,1000,3000
200,500 MPa,0.953474192,0.734803487,1100,3300
200,500 MPa,1.503872096,0.995180818,1200,3600
200,500 MPa,1.67862985,1.168709372,1300,3900
200,500 MPa,1.154349785,0.503091704,1400,4200
200,500 MPa,1.85489116,1.428070269,1500,4500
300,500 MPa,1.237070013,0.980717275,0,100
300,500 MPa,1.3093478,0.835864567,100,100
300,500 MPa,0.94018871,0.718740963,200,100
300,500 MPa,1.20845478,0.518337193,300,100
300,500 MPa,1.23681588,0.897925849,300,900
300,500 MPa,1.052935359,0.858924988,400,1200
300,500 MPa,1.185972381,0.682320853,500,1500
300,500 MPa,1.29638096,0.883173828,600,1800
300,500 MPa,1.60277403,0.828771789,700,2100
300,500 MPa,0.88961625,0.274395838,800,2400
300,500 MPa,1.12423022,1.023727182,900,2700
300,500 MPa,1.55722452,1.193887301,1000,3000
300,500 MPa,0.946023189,0.734803487,1100,3300
300,500 MPa,1.493026272,0.995180818,1200,3600
300,500 MPa,1.65584655,1.168709372,1300,3900
300,500 MPa,1.130705505,0.503091704,1400,4200
300,500 MPa,1.84496682,1.428070269,1500,4500
400,500 MPa,1.219995747,0.980717275,0,100
400,500 MPa,1.27607852,0.835864567,100,100
400,500 MPa,0.921257154,0.718740963,200,100
400,500 MPa,1.142385628,0.518337193,300,100
400,500 MPa,1.22086632,0.897925849,400,100
400,500 MPa,1.033421718,0.858924988,400,1200
400,500 MPa,1.157286447,0.682320853,500,1500
400,500 MPa,1.28097767,0.883173828,600,1800
400,500 MPa,1.5511132,0.828771789,700,2100
400,500 MPa,0.866368225,0.274395838,800,2400
400,500 MPa,1.118478716,1.023727182,900,2700
400,500 MPa,1.537071,1.193887301,1000,3000
400,500 MPa,0.931883759,0.734803487,1100,3300
400,500 MPa,1.46526466,0.995180818,1200,3600
400,500 MPa,1.62744545,1.168709372,1300,3900
400,500 MPa,1.09478074,0.503091704,1400,4200
400,500 MPa,1.8263987,1.428070269,1500,4500
500,500 MPa,1.200109698,0.980717275,0,100
500,500 MPa,1.240654298,0.835864567,100,100
500,500 MPa,0.905749654,0.718740963,200,100
500,500 MPa,1.094263888,0.518337193,300,100
500,500 MPa,1.204820096,0.897925849,400,100
500,500 MPa,1.001235921,0.858924988,500,100
500,500 MPa,1.123757109,0.682320853,500,1500
500,500 MPa,1.2673276,0.883173828,600,1800
500,500 MPa,1.50550738,0.828771789,700,2100
500,500 MPa,0.833235575,0.274395838,800,2400
500,500 MPa,1.107077376,1.023727182,900,2700
500,500 MPa,1.49588772,1.193887301,1000,3000
500,500 MPa,0.906162706,0.734803487,1100,3300
500,500 MPa,1.432311226,0.995180818,1200,3600
500,500 MPa,1.550247515,1.168709372,1300,3900
500,500 MPa,1.037550835,0.503091704,1400,4200
500,500 MPa,1.79374442,1.428070269,1500,4500
600,500 MPa,1.160604783,0.980717275,0,100
600,500 MPa,1.176346292,0.835864567,100,100
600,500 MPa,0.870926012,0.718740963,200,100
600,500 MPa,1.010968828,0.518337193,300,100
600,500 MPa,1.172220162,0.897925849,400,100
600,500 MPa,0.934164714,0.858924988,500,100
600,500 MPa,1.068806943,0.682320853,600,100
600,500 MPa,1.242607198,0.883173828,600,1800
600,500 MPa,1.40721009,0.828771789,700,2100
600,500 MPa,0.778555975,0.274395838,800,2400
600,500 MPa,1.083737308,1.023727182,900,2700
600,500 MPa,1.416894684,1.193887301,1000,3000
600,500 MPa,0.861679106,0.734803487,1100,3300
600,500 MPa,1.337995694,0.995180818,1200,3600
600,500 MPa,1.397911505,1.168709372,1300,3900
600,500 MPa,0.919455875,0.503091704,1400,4200
600,500 MPa,1.73884041,1.428070269,1500,4500
700,500 MPa,1.089839457,0.980717275,0,100
700,500 MPa,1.082058128,0.835864567,100,100
700,500 MPa,0.821413666,0.718740963,200,100
700,500 MPa,0.899509344,0.518337193,300,100
700,500 MPa,1.102477086,0.897925849,400,100
700,500 MPa,0.832331367,0.858924988,500,100
700,500 MPa,0.973361925,0.682320853,600,100
700,500 MPa,1.193967866,0.883173828,700,100
700,500 MPa,1.281330297,0.828771789,700,2100
700,500 MPa,0.706789,0.274395838,800,2400
700,500 MPa,1.034864048,1.023727182,900,2700
700,500 MPa,1.29654312,1.193887301,1000,3000
700,500 MPa,0.788932533,0.734803487,1100,3300
700,500 MPa,1.234544404,0.995180818,1200,3600
700,500 MPa,1.2415338,1.168709372,1300,3900
700,500 MPa,0.794754425,0.503091704,1400,4200
700,500 MPa,1.66776933,1.428070269,1500,4500
800,500 MPa,0.959390538,0.980717275,0,100
800,500 MPa,0.958205672,0.835864567,100,100
800,500 MPa,0.724287092,0.718740963,200,100
800,500 MPa,0.798988376,0.518337193,300,100
800,500 MPa,0.977768443,0.897925849,400,100
800,500 MPa,0.738103779,0.858924988,500,100
800,500 MPa,0.818472861,0.682320853,600,100
800,500 MPa,1.074273032,0.883173828,700,100
800,500 MPa,1.123114174,0.828771789,800,100
800,500 MPa,0.6233597,0.274395838,800,2400
800,500 MPa,0.91711798,1.023727182,900,2700
800,500 MPa,1.163734344,1.193887301,1000,3000
800,500 MPa,0.67789829,0.734803487,1100,3300
800,500 MPa,1.013283432,0.995180818,1200,3600
800,500 MPa,0.98545575,1.168709372,1300,3900
800,500 MPa,0.67240792,0.503091704,1400,4200
800,500 MPa,1.513814004,1.428070269,1500,4500
900,500 MPa,0.818050731,0.980717275,0,100
900,500 MPa,0.818840154,0.835864567,100,100
900,500 MPa,0.611392492,0.718740963,200,100
900,500 MPa,0.716814224,0.518337193,300,100
900,500 MPa,0.833884079,0.897925849,400,100
900,500 MPa,0.646538823,0.858924988,500,100
900,500 MPa,0.693330786,0.682320853,600,100
900,500 MPa,0.91054733,0.883173828,700,100
900,500 MPa,0.920632063,0.828771789,800,100
900,500 MPa,0.544144775,0.274395838,900,100
900,500 MPa,0.793039448,1.023727182,900,2700
900,500 MPa,1.034196864,1.193887301,1000,3000
900,500 MPa,0.538680509,0.734803487,1100,3300
900,500 MPa,0.851212312,0.995180818,1200,3600
900,500 MPa,0.84931773,1.168709372,1300,3900
900,500 MPa,0.55004561,0.503091704,1400,4200
900,500 MPa,1.278527111,1.428070269,1500,4500
1000,500 MPa,0.698556315,0.980717275,0,100
1000,500 MPa,0.694886882,0.835864567,100,100
1000,500 MPa,0.510457276,0.718740963,200,100
1000,500 MPa,0.635748096,0.518337193,300,100
1000,500 MPa,0.692935884,0.897925849,400,100
1000,500 MPa,0.570925005,0.858924988,500,100
1000,500 MPa,0.586001952,0.682320853,600,100
1000,500 MPa,0.725745419,0.883173828,700,100
1000,500 MPa,0.784742179,0.828771789,800,100
1000,500 MPa,0.488055275,0.274395838,900,100
1000,500 MPa,0.670151884,1.023727182,1000,100
1000,500 MPa,0.891880884,1.193887301,1000,3000
1000,500 MPa,0.42497725,0.734803487,1100,3300
1000,500 MPa,0.642830756,0.995180818,1200,3600
1000,500 MPa,0.680206345,1.168709372,1300,3900
1000,500 MPa,0.47930243,0.503091704,1400,4200
1000,500 MPa,1.045929394,1.428070269,1500,4500
1100,500 MPa,0.576402792,0.980717275,0,100
1100,500 MPa,0.591399258,0.835864567,100,100
1100,500 MPa,0.453774262,0.718740963,200,100
1100,500 MPa,0.5427385,0.518337193,300,100
1100,500 MPa,0.57128424,0.897925849,400,100
1100,500 MPa,0.476980938,0.858924988,500,100
1100,500 MPa,0.4556295,0.682320853,600,100
1100,500 MPa,0.583434047,0.883173828,700,100
1100,500 MPa,0.646237046,0.828771789,800,100
1100,500 MPa,0.4238895,0.274395838,900,100
1100,500 MPa,0.514381984,1.023727182,1000,100
1100,500 MPa,0.69573456,1.193887301,1100,100
1100,500 MPa,0.322887388,0.734803487,1100,3300
1100,500 MPa,0.54298447,0.995180818,1200,3600
1100,500 MPa,0.50288673,1.168709372,1300,3900
1100,500 MPa,0.42714593,0.503091704,1400,4200
1100,500 MPa,0.820694897,1.428070269,1500,4500
1200,500 MPa,0.381969906,0.980717275,0,100
1200,500 MPa,0.437251594,0.835864567,100,100
1200,500 MPa,0.33849771,0.718740963,200,100
1200,500 MPa,0.321765016,0.518337193,300,100
1200,500 MPa,0.371093096,0.897925849,400,100
1200,500 MPa,0.328070778,0.858924988,500,100
1200,500 MPa,0.288881586,0.682320853,600,100
1200,500 MPa,0.37619092,0.883173828,700,100
1200,500 MPa,0.360401925,0.828771789,800,100
1200,500 MPa,0.27870045,0.274395838,900,100
1200,500 MPa,0.281446072,1.023727182,1000,100
1200,500 MPa,0.424596696,1.193887301,1100,100
1200,500 MPa,0.203782549,0.734803487,1200,100
1200,500 MPa,0.311293636,0.995180818,1200,3600
1200,500 MPa,0.33753615,1.168709372,1300,3900
1200,500 MPa,0.31306544,0.503091704,1400,4200
1200,500 MPa,0.443922131,1.428070269,1500,4500
1300,500 MPa,0.1249564,0.980717275,0,100
1300,500 MPa,0.163725184,0.835864567,100,100
1300,500 MPa,0.137991938,0.718740963,200,100
1300,500 MPa,0.09701652,0.518337193,300,100
1300,500 MPa,0.10699134,0.897925849,400,100
1300,500 MPa,0.089661667,0.858924988,500,100
1300,500 MPa,0.089959988,0.682320853,600,100
1300,500 MPa,0.111429654,0.883173828,700,100
1300,500 MPa,0.116337355,0.828771789,800,100
1300,500 MPa,0.09972284,0.274395838,900,100
1300,500 MPa,0.080404864,1.023727182,1000,100
1300,500 MPa,0.13720604,1.193887301,1100,100
1300,500 MPa,0.075564927,0.734803487,1200,100
1300,500 MPa,0.129089955,0.995180818,1300,100
1300,500 MPa,0.110268051,1.168709372,1300,3900
1300,500 MPa,0.097433084,0.503091704,1400,4200
1300,500 MPa,0.128047997,1.428070269,1500,4500
1400,500 MPa,0.057244594,0.980717275,0,100
1400,500 MPa,0.062547507,0.835864567,100,100
1400,500 MPa,0.046600658,0.718740963,200,100
1400,500 MPa,0.062517033,0.518337193,300,100
1400,500 MPa,0.058985581,0.897925849,400,100
1400,500 MPa,0.050965982,0.858924988,500,100
1400,500 MPa,0.058183263,0.682320853,600,100
1400,500 MPa,0.060759091,0.883173828,700,100
1400,500 MPa,0.080512309,0.828771789,800,100
1400,500 MPa,0.050574033,0.274395838,900,100
1400,500 MPa,0.05235321,1.023727182,1000,100
1400,500 MPa,0.078084667,1.193887301,1100,100
1400,500 MPa,0.045567093,0.734803487,1200,100
1400,500 MPa,0.072911976,0.995180818,1300,100
1400,500 MPa,0.083933053,1.168709372,1400,100
1400,500 MPa,0.061034169,0.503091704,1400,4200
1400,500 MPa,0.088955701,1.428070269,1500,4500
1500,500 MPa,0.05569366,0.980717275,0,100
1500,500 MPa,0.060850017,0.835864567,100,100
1500,500 MPa,0.042050137,0.718740963,200,100
1500,500 MPa,0.060873035,0.518337193,300,100
1500,500 MPa,0.055968456,0.897925849,400,100
1500,500 MPa,0.049019548,0.858924988,500,100
1500,500 MPa,0.057861202,0.682320853,600,100
1500,500 MPa,0.059122335,0.883173828,700,100
1500,500 MPa,0.07931419,0.828771789,800,100
1500,500 MPa,0.04483482,0.274395838,900,100
1500,500 MPa,0.050762832,1.023727182,1000,100
1500,500 MPa,0.073555967,1.193887301,1100,100
1500,500 MPa,0.045249353,0.734803487,1200,100
1500,500 MPa,0.071542383,0.995180818,1300,100
1500,500 MPa,0.08201988,1.168709372,1400,100
1500,500 MPa,0.058977938,0.503091704,1500,100
1500,500 MPa,0.087827208,1.428070269,1500,100
